5.244423575114200275e+02 3.370158810085229106e+02
4.596491107954580002e+02 4.075901721628826522e+02
4.389761372777700217e+02 4.725829825647657003e+02
3.843619007587510055e+02 5.335078158384500284e+02
3.669335160860450173e+02 5.905267725202564861e+02
3.209280976994850221e+02 6.438363347814608915e+02
3.062081475165409756e+02 6.933294838641814977e+02
2.674541263848699941e+02 7.390848377336018302e+02
2.550451067806619960e+02 7.811704467484812540e+02
2.223207010876859897e+02 8.198496973492855204e+02
2.118296401090630070e+02 8.551559256654164756e+02
1.841779607793110074e+02 8.873829409192624098e+02
1.753083931055930123e+02 9.166089484067150579e+02
1.519904828328749886e+02 9.431312018720971082e+02
1.445149543457930008e+02 9.670488083215107054e+02
1.249299367786949944e+02 9.886060509365382813e+02
1.186598660846210009e+02 1.007897790021830929e+03
1.022698626048690045e+02 1.025112087091623607e+03
9.703189698942999541e+01 1.040377709110156502e+03
8.338307064963869664e+01 1.053837805745600690e+03
7.903438536535620074e+01 1.065690075442073748e+03
6.773423806365940436e+01 1.076023688228156061e+03
6.414660783752850648e+01 1.085118150470247201e+03
5.485632947626010036e+01 1.093001014111101767e+03
5.191741660310910333e+01 1.099985179046489520e+03
4.432634904481749771e+01 1.106055196896584221e+03
4.193483250902639980e+01 1.111540594690693297e+03
3.576640055693810183e+01 1.116368477486865686e+03
3.382893305244780180e+01 1.120789478264818854e+03
2.883271949906599829e+01 1.124677450724306937e+03
2.726690532926020083e+01 1.128230999815027644e+03
2.322753679574810093e+01 1.131276059590625209e+03
2.196464003488220129e+01 1.134028015363764553e+03
1.870355551389780047e+01 1.136259896822162091e+03
1.768594507472679922e+01 1.138170326689391004e+03
1.505398950711339978e+01 1.139510972909796465e+03
1.423511518823159960e+01 1.140543048790462080e+03
1.211300627471289992e+01 1.141002314839160590e+03
1.145458727880300032e+01 1.141102190031038390e+03
9.743376515797539383e+00 1.140527651835799588e+03
9.213760368698860503e+00 1.139484447437097288e+03
7.832645501611460226e+00 1.137665503831830165e+03
7.406556905986099615e+00 1.135275841725735063e+03
6.291031746677889558e+00 1.131990653398093855e+03
5.947895810967859909e+00 1.128050322655493801e+03
5.046857544523989603e+00 1.123193941195675507e+03
4.770744730405129808e+00 1.117765891185584678e+03
4.045185818041169945e+00 1.111558208401205093e+03
3.823634394942979853e+00 1.104855943646752166e+03
3.240852310261840064e+00 1.097434609039505858e+03
3.063230654966810018e+00 1.089431522917288248e+03
2.595051817142710160e+00 1.080643196528852059e+03
2.452595199728099917e+00 1.071086240849122760e+03
2.075764333048260024e+00 1.060580497964134793e+03
1.961188431635970009e+00 1.049075073039302424e+03
1.657329325222739902e+00 1.036455649719437133e+03
1.565121042737080082e+00 1.022774419245042850e+03
1.320434589163349992e+00 1.007976723334927101e+03
1.246249928917579908e+00 9.920844750404165779e+02
1.049611292915030081e+00 9.750805711268959612e+02
9.900808554052790145e-01 9.568169437755361741e+02
8.317873597655559559e-01 9.372111085431291713e+02
7.838136464514789958e-01 9.160335063653218413e+02
6.559750031568439832e-01 8.932995776671883732e+02
6.173227211200670306e-01 8.691868472110492121e+02
5.148086503388410451e-01 8.438281375081384112e+02
4.839379686450209772e-01 8.175300936333984509e+02
4.025930210804700149e-01 7.904524525409055968e+02
3.782380180190719754e-01 7.631855010801863273e+02
3.148728651424950176e-01 7.358413566048918710e+02
2.959771134363939904e-01 7.085620252768451337e+02
2.468935775850779890e-01 6.812195864103852045e+02
2.322119351993570113e-01 6.536381915417874779e+02
1.939839599775819989e-01 6.257188210171308356e+02
1.825136801341890047e-01 5.972518939484104976e+02
1.524914388010260025e-01 5.682062520629689288e+02
1.434542303404819918e-01 5.385308704840249447e+02
1.197677896627340061e-01 5.083202865274514579e+02
1.126354776918520040e-01 4.776929622077827275e+02
9.394456423272129486e-02 4.467794083975137482e+02
8.830706060560940263e-02 4.156906784491544045e+02
7.351018766865030640e-02 3.845921508461664189e+02
6.904598890180750626e-02 3.537222396089833865e+02
5.733660896370450233e-02 3.232716636968640955e+02
5.380613871545839727e-02 2.935177127814838514e+02
4.455646802791279892e-02 2.646311797246937090e+02
4.177435889836379757e-02 2.369501065202004781e+02
3.452306297756260051e-02 2.105814525512407442e+02
3.235038847973940174e-02 1.857994144487972221e+02
2.670195756844440105e-02 1.626047158861698279e+02
2.501100949877390137e-02 1.411681923889403549e+02
2.061785252026920173e-02 1.214213173731398001e+02
1.930436699675720097e-02 1.034851326822072082e+02
1.588930357011409875e-02 8.725132244847043239e+01
1.486937163943559924e-02 7.279192954660346970e+01
1.222004563094740079e-02 5.998910522525886080e+01
1.142907916780989963e-02 4.887131408355842410e+01
9.374648661350730439e-03 3.936469906665241325e+01
8.761060806946210575e-03 3.139346766014639201e+01
7.172796558901720423e-03 2.502130486968248491e+01
6.699112304040739756e-03 2.002072167680881876e+01
5.475849602004360071e-03 1.608580112216058922e+01
5.110819819126699581e-03 1.296606789682308047e+01
4.164608093834010205e-03 1.048138244776070849e+01
3.881438679223359924e-03 8.489865236408880023e+00
3.149370118332560191e-03 6.889667272277921306e+00
2.931657000800449824e-03 5.602140786600283917e+00
2.375269093634100204e-03 4.563720214987882606e+00
2.210234419404930213e-03 3.723542063890166176e+00
1.789988517806600067e-03 3.041761689808583746e+00
1.665710794754349938e-03 2.489109013515051760e+00
1.353836135489519966e-03 2.039923694385210595e+00
1.261855403678120106e-03 1.673869261915064799e+00
1.030006322676899934e-03 1.374033223010033833e+00
9.612053414220119970e-04 1.127780662314557869e+00
7.878577580258009716e-04 9.248600862447884374e-01
7.363876810258919523e-04 7.575144950973073943e-01
6.068245617506889912e-04 6.189956993425543841e-01
5.681528240671269731e-04 5.032893420123543127e-01
4.678268044803950230e-04 4.063887494785207166e-01
4.378855858232209874e-04 3.257466894812280911e-01
3.622101095428979897e-04 2.586360749533637149e-01
3.395211683777390153e-04 2.027475081825804715e-01
2.820675810559780130e-04 1.561359462539436138e-01
2.647985592291930181e-04 1.172727913791429266e-01
2.209162427804679948e-04 8.485468098953262428e-02
2.077150762939920109e-04 5.795331113189731292e-02
1.740012919200360124e-04 3.552494462602857894e-02
1.638759851776910121e-04 1.699455590631339039e-02
1.378038651884820099e-04 1.699655627051542420e-03
