  458.816374 3.4080D-300.0669 4402.3198                 1 4 4 02                 1 3 3 01                         Q 49E0.72626  2P19 21 3.494E-03 0.0738-0.000738-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  458.818705 5.7960D-280.0692 3078.5679                 1 3 3 02                 1 2 2 01                         P 28E0.72626  2P19 21 1.717E-03 0.0926-0.000707-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  458.916517 3.0210D-300.0657 3227.7126                 1 2 2 02                 1 1 1 01                         P 56F0.70628  2P19 23 4.851E-03 0.0701-0.000735-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  458.920158 1.1170D-290.0627 4182.1904                 1 2 2 02                 1 1 1 01                         P 73E0.64626  2P19 21 2.683E-03 0.0658-0.000808-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  458.921091 2.8860D-300.0668 4441.4751                 1 4 4 02                 1 3 3 01                         Q 50F0.72626  2P19 21 3.509E-03 0.0732-0.000744-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  458.980889 1.3470D-290.0684 3056.4243                 2 1 1 03                 2 0 0 02                         P 32E0.74636  2P19 22 2.808E-03 0.0885-0.000710-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.032664 2.4340D-300.0667 4481.4058                 1 4 4 02                 1 3 3 01                         Q 51E0.72626  2P19 21 3.525E-03 0.0726-0.000745-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.033101 6.0700D-300.0663 3152.3765                 1 2 2 02                 1 1 1 01                         P 53E0.71636  2P19 22 1.210E-03 0.0716-0.000720-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.068142 4.9970D-300.0668 3758.2402                 2 1 1 03                 1 2 2 01                         R 50E0.72626  2P19 21 2.153E-04 0.0728-0.000772-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.068879 1.9680D-280.0765 2130.6985                 2 0 0 03                 1 1 1 01                         P 15E0.68636  2P19 22 9.902E-04 0.1034-0.000680-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.121207 4.8730D-300.0876 2069.6772                 2 0 0 03                 1 1 1 01                         P  4E0.76627  2P19 24 2.331E-03 0.1174-0.000559-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.140372 2.0440D-300.0666 4522.1221                 1 4 4 02                 1 3 3 01                         Q 52F0.71626  2P19 21 3.541E-03 0.0721-0.000748-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.208755 5.9290D-300.0786 2771.4551                 1 3 3 02                 1 2 2 01                         P 13F0.68636  2P19 22 7.799E-04 0.1054-0.000640-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.241173 1.3050D-300.0888 4012.6113                 2 3 3 03                 2 2 2 02                         Q  3F0.77626  2P19 21 2.851E-03 0.1192-0.000469-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.253867 2.3150D-300.0879 4015.7429                 2 3 3 03                 2 2 2 02                         Q  4E0.76626  2P19 21 3.993E-03 0.1177-0.000477-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.256296 1.7090D-300.0664 4563.6118                 1 4 4 02                 1 3 3 01                         Q 53E0.71626  2P19 21 3.557E-03 0.0715-0.000751-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.258441 4.6270D-290.0878 3446.9224                 1 4 4 02                 1 3 3 01                         R  3E0.76626  2P19 21 5.028E-03 0.1176-0.000398-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.264654 1.5590D-300.0650 3397.0215                 1 2 2 02                 1 1 1 01                         P 60E0.68628  2P19 23 5.327E-03 0.0686-0.000744-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.269731 3.1740D-300.0870 4019.6570                 2 3 3 03                 2 2 2 02                         Q  5F0.75626  2P19 21 4.567E-03 0.1161-0.000482-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.288769 3.9320D-300.0860 4024.3542                 2 3 3 03                 2 2 2 02                         Q  6E0.74626  2P19 21 4.897E-03 0.1145-0.000490-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.310965 4.6060D-300.0849 4029.8340                 2 3 3 03                 2 2 2 02                         Q  7F0.73626  2P19 21 5.106E-03 0.1130-0.000502-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.336342 5.2030D-300.0838 4036.0967                 2 3 3 03                 2 2 2 02                         Q  8E0.72626  2P19 21 5.248E-03 0.1114-0.000514-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.364853 5.7280D-300.0826 4043.1423                 2 3 3 03                 2 2 2 02                         Q  9F0.70626  2P19 21 5.350E-03 0.1100-0.000531-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.366770 1.4240D-300.0663 4605.8882                 1 4 4 02                 1 3 3 01                         Q 54F0.71626  2P19 21 3.574E-03 0.0711-0.000760-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.378488 4.0050D-290.0685 3776.8025                 2 2 2 03                 2 1 1 02                         P 33E0.74626  2P19 21 2.996E-03 0.0877-0.000721-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.396568 6.1820D-300.0815 4050.9705                 2 3 3 03                 2 2 2 02                         Q 10E0.70626  2P19 21 5.427E-03 0.1087-0.000546-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.429396 3.5860D-300.0744 2841.3501                 1 3 3 02                 1 2 2 01                         P 17F0.67628  2P19 23 2.968E-03 0.1014-0.000678-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.431049 3.5860D-300.0744 2841.3484                 1 3 3 02                 1 2 2 01                         P 17E0.67628  2P19 23 2.968E-03 0.1014-0.000678-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.431372 6.5640D-300.0804 4059.5813                 2 3 3 03                 2 2 2 02                         Q 11F0.69626  2P19 21 5.488E-03 0.1075-0.000562-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.469424 6.8770D-300.0793 4068.9749                 2 3 3 03                 2 2 2 02                         Q 12E0.68626  2P19 21 5.537E-03 0.1063-0.000575-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.472658 1.3540D-300.0698 4472.1807                 2 3 3 02                 2 2 2 01                         P 26E0.71626  2P19 21 3.793E-03 0.0945-0.000715-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.487139 1.1810D-300.0661 4648.9360                 1 4 4 02                 1 3 3 01                         Q 55E0.70626  2P19 21 3.590E-03 0.0706-0.000760-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.510488 7.1210D-300.0783 4079.1509                 2 3 3 03                 2 2 2 02                         Q 13F0.68626  2P19 21 5.578E-03 0.1052-0.000581-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.512073 4.4120D-290.0805 2089.8865                 2 0 0 03                 1 1 1 01                         R 10E0.69628  2P19 23 1.358E-03 0.1074-0.000503-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.533301 6.1870D-280.0695 3056.6616                 1 3 3 02                 1 2 2 01                         P 27F0.72626  2P19 21 1.714E-03 0.0935-0.000712-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.554883 7.2970D-300.0772 4090.1096                 2 3 3 03                 2 2 2 02                         Q 14E0.68626  2P19 21 5.615E-03 0.1042-0.000601-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.602163 7.4080D-300.0762 4101.8511                 2 3 3 03                 2 2 2 02                         Q 15F0.68626  2P19 21 5.647E-03 0.1032-0.000611-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.652913 7.4580D-300.0752 4114.3745                 2 3 3 03                 2 2 2 02                         Q 16E0.67626  2P19 21 5.676E-03 0.1024-0.000624-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.653744 3.6400D-300.0659 3186.4036                 1 2 2 02                 1 1 1 01                         P 55F0.70628  2P19 23 4.884E-03 0.0705-0.000730-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.671847 1.6270D-290.0669 2955.8506                 1 2 2 02                 1 1 1 01                         P 48F0.72636  2P19 22 1.383E-03 0.0745-0.000724-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.690152 5.1760D-290.0842 3361.1973                 3 0 0 04                 2 1 1 02                         R  7E0.72626  2P19 21 1.966E-03 0.1120-0.000379-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.706352 7.4490D-300.0744 4127.6807                 2 3 3 03                 2 2 2 02                         Q 17F0.68626  2P19 21 5.703E-03 0.1015-0.000636-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.763478 7.3860D-300.0736 4141.7686                 2 3 3 03                 2 2 2 02                         Q 18E0.68626  2P19 21 5.730E-03 0.1007-0.000642-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.823002 7.2710D-300.0729 4156.6396                 2 3 3 03                 2 2 2 02                         Q 19F0.68626  2P19 21 5.754E-03 0.0999-0.000651-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.872808 1.5970D-300.0624 4829.1494                 2 1 1 03                 2 0 0 02                         P 74E0.64626  2P19 21 8.813E-03 0.0656-0.000816-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.877488 3.9660D-300.0882 2066.6460                 2 0 0 03                 1 1 1 01                         P  3E0.77627  2P19 24 2.625E-03 0.1184-0.000462-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.886539 7.1140D-300.0723 4172.2920                 2 3 3 03                 2 2 2 02                         Q 20E0.69626  2P19 21 5.779E-03 0.0991-0.000666-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.894379 1.9000D-300.0652 3352.8826                 1 2 2 02                 1 1 1 01                         P 59E0.69628  2P19 23 5.339E-03 0.0689-0.000741-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.897419 8.0890D-300.0671 3643.4050                 2 1 1 03                 1 2 2 01                         R 47F0.73626  2P19 21 2.125E-04 0.0747-0.000749-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.944888 1.9970D-260.0767 2170.5469                 2 0 0 03                 1 1 1 01                         P 15E0.68626  2P19 21 1.364E-03 0.1037-0.000682-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.952055 6.9140D-300.0717 4188.7280                 2 3 3 03                 2 2 2 02                         Q 21F0.69626  2P19 21 5.803E-03 0.0983-0.000672-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  459.953073 5.5370D-300.0796 2761.2854                 1 3 3 02                 1 2 2 01                         P 12E0.69636  2P19 22 7.557E-04 0.1065-0.000615-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.022054 6.6810D-300.0712 4205.9443                 2 3 3 03                 2 2 2 02                         Q 22E0.70626  2P19 21 5.828E-03 0.0975-0.000671-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.054296 4.7030D-290.0871 3450.0598                 1 4 4 02                 1 3 3 01                         R  4F0.75626  2P19 21 4.258E-03 0.1164-0.000345-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.086346 1.8820D-290.0631 4069.3533                 1 2 2 02                 1 1 1 01                         P 71E0.65626  2P19 21 2.698E-03 0.0661-0.000805-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.093443 6.4170D-300.0707 4223.9443                 2 3 3 03                 2 2 2 02                         Q 23F0.70626  2P19 21 5.850E-03 0.0967-0.000681-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.105112 1.3480D-290.0705 3716.1301                 3 0 0 03                 2 1 1 01                         R 23E0.70626  2P19 21 9.988E-04 0.0962-0.000666-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.126309 9.9400D-300.0739 4075.7617                 3 1 1 04                 3 0 0 03                         P 18E0.68626  2P19 21 5.922E-03 0.1010-0.000677-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.140755 9.8790D-290.0646 3702.7126                 1 2 2 02                 1 1 1 01                         P 64F0.67626  2P19 21 2.646E-03 0.0677-0.000767-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.146734 3.5200D-300.0753 2828.7834                 1 3 3 02                 1 2 2 01                         P 16F0.67628  2P19 23 2.925E-03 0.1023-0.000684-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.148037 3.5200D-300.0753 2828.7822                 1 3 3 02                 1 2 2 01                         P 16E0.67628  2P19 23 2.925E-03 0.1023-0.000684-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.158245 8.7570D-300.0666 3070.6130                 1 2 2 02                 1 1 1 01                         P 51E0.72636  2P19 22 1.225E-03 0.0727-0.000719-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.169976 6.1310D-300.0703 4242.7246                 2 3 3 03                 2 2 2 02                         Q 24E0.71626  2P19 21 5.876E-03 0.0958-0.000678-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.197418 5.4480D-290.0689 3703.0286                 2 2 2 03                 2 1 1 02                         P 30F0.73626  2P19 21 3.147E-03 0.0907-0.000716-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.206100 1.4290D-300.0701 4451.8467                 2 3 3 02                 2 2 2 01                         P 25F0.71626  2P19 21 3.786E-03 0.0953-0.000717-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.245581 4.6780D-290.0794 2097.9956                 2 0 0 03                 1 1 1 01                         R 11E0.69628  2P19 23 1.382E-03 0.1063-0.000524-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.247091 5.8230D-300.0700 4262.2886                 2 3 3 03                 2 2 2 02                         Q 25F0.71626  2P19 21 5.899E-03 0.0949-0.000690-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.265875 6.5690D-280.0698 3035.5212                 1 3 3 02                 1 2 2 01                         P 26E0.71626  2P19 21 1.712E-03 0.0945-0.000715-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.330257 5.5050D-300.0696 4282.6318                 2 3 3 03                 2 2 2 02                         Q 26E0.71626  2P19 21 5.925E-03 0.0940-0.000695-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.334373 1.6010D-290.0687 3007.3589                 2 1 1 03                 2 0 0 02                         P 30E0.73636  2P19 22 2.820E-03 0.0905-0.000715-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.349159 1.1020D-300.0669 2954.8599                 2 0 0 03                 1 1 1 01                         Q 48F0.72627  2P19 24 2.825E-03 0.0742-0.000738-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.390455 4.3690D-300.0661 3145.8293                 1 2 2 02                 1 1 1 01                         P 54F0.71628  2P19 23 4.917E-03 0.0710-0.000726-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.412918 5.1730D-300.0694 4303.7598                 2 3 3 03                 2 2 2 02                         Q 27F0.72626  2P19 21 5.948E-03 0.0931-0.000709-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.434176 1.2980D-300.0670 2918.4453                 2 0 0 03                 1 1 1 01                         Q 47F0.73627  2P19 24 2.845E-03 0.0749-0.000730-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.492959 3.5530D-300.0665 3838.7417                 2 1 1 03                 1 2 2 01                         R 52E0.71626  2P19 21 2.191E-04 0.0717-0.000777-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.502846 4.8410D-300.0691 4325.6655                 2 3 3 03                 2 2 2 02                         Q 28E0.72626  2P19 21 5.977E-03 0.0922-0.000704-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.516486 1.5210D-300.0671 2882.7874                 2 0 0 03                 1 1 1 01                         Q 46F0.73627  2P19 24 2.865E-03 0.0756-0.000723-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.525342 2.3060D-300.0654 3309.4761                 1 2 2 02                 1 1 1 01                         P 58E0.69628  2P19 23 5.352E-03 0.0693-0.000738-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.541861 1.9240D-280.0786 2108.0786                 2 0 0 03                 1 1 1 01                         P 13E0.68636  2P19 22 1.012E-03 0.1054-0.000640-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.590831 4.5040D-300.0690 4348.3574                 2 3 3 03                 2 2 2 02                         Q 29F0.73626  2P19 21 6.000E-03 0.0912-0.000706-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.596147 1.7750D-300.0672 2847.8860                 2 0 0 03                 1 1 1 01                         Q 45F0.73627  2P19 24 2.885E-03 0.0763-0.000719-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.634302 3.0150D-300.0890 2064.3723                 2 0 0 03                 1 1 1 01                         P  2E0.77627  2P19 24 3.298E-03 0.1197-0.000404-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.643193 4.8280D-290.0687 3726.1357                 2 2 2 03                 2 1 1 02                         P 31E0.73626  2P19 21 3.023E-03 0.0897-0.000714-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.673215 2.0620D-300.0674 2813.7417                 2 0 0 03                 1 1 1 01                         Q 44F0.73627  2P19 24 2.904E-03 0.0771-0.000726-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.687691 4.1740D-300.0688 4371.8252                 2 3 3 03                 2 2 2 02                         Q 30E0.73626  2P19 21 6.030E-03 0.0902-0.000716-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.700437 5.0730D-300.0807 2751.8982                 1 3 3 02                 1 2 2 01                         P 11F0.69636  2P19 22 7.264E-04 0.1077-0.000607-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.747744 2.3850D-300.0674 2780.3545                 2 0 0 03                 1 1 1 01                         Q 43F0.74627  2P19 24 2.923E-03 0.0778-0.000724-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.780731 3.8450D-300.0687 4396.0806                 2 3 3 03                 2 2 2 02                         Q 31F0.73626  2P19 21 6.053E-03 0.0892-0.000710-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.819789 2.7470D-300.0675 2747.7241                 2 0 0 03                 1 1 1 01                         Q 42F0.74627  2P19 24 2.941E-03 0.0787-0.000719-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.852422 4.8220D-290.0862 3453.9819                 1 4 4 02                 1 3 3 01                         R  5E0.74626  2P19 21 3.777E-03 0.1150-0.000340-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.865429 3.4180D-300.0763 2816.9558                 1 3 3 02                 1 2 2 01                         P 15F0.68628  2P19 23 2.875E-03 0.1032-0.000679-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.866441 3.4180D-300.0763 2816.9548                 1 3 3 02                 1 2 2 01                         P 15E0.68628  2P19 23 2.875E-03 0.1032-0.000679-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.884738 3.5300D-300.0686 4421.1099                 2 3 3 03                 2 2 2 02                         Q 32E0.74626  2P19 21 6.086E-03 0.0882-0.000713-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.889404 3.1510D-300.0676 2715.8511                 2 0 0 03                 1 1 1 01                         Q 41F0.74627  2P19 24 2.959E-03 0.0795-0.000722-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.956639 3.5970D-300.0677 2684.7354                 2 0 0 03                 1 1 1 01                         Q 40F0.74627  2P19 24 2.976E-03 0.0804-0.000718-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.976242 1.5010D-300.0705 4432.2598                 2 3 3 02                 2 2 2 01                         P 24E0.70626  2P19 21 3.779E-03 0.0962-0.000709-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.978699 4.9010D-290.0784 2106.8420                 2 0 0 03                 1 1 1 01                         R 12E0.68628  2P19 23 1.404E-03 0.1052-0.000518-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.982507 3.2210D-300.0684 4446.9287                 2 3 3 03                 2 2 2 02                         Q 33F0.74626  2P19 21 6.109E-03 0.0873-0.000715-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  460.987056 6.9320D-280.0701 3015.1768                 1 3 3 02                 1 2 2 01                         P 25F0.71626  2P19 21 1.708E-03 0.0953-0.000717-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  461.021546 4.0890D-300.0677 2654.3770                 2 0 0 03                 1 1 1 01                         Q 39F0.74627  2P19 24 2.994E-03 0.0813-0.000716-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  461.029385 2.2330D-290.0672 2881.6816                 1 2 2 02                 1 1 1 01                         P 46F0.73636  2P19 22 1.388E-03 0.0759-0.000723-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  461.084174 4.6270D-300.0678 2624.7764                 2 0 0 03                 1 1 1 01                         Q 38F0.74627  2P19 24 3.010E-03 0.0822-0.000723-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  461.087473 2.7010D-300.0629 4715.0327                 2 1 1 03                 2 0 0 02                         P 72E0.64626  2P19 21 8.842E-03 0.0660-0.000806-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  461.093932 2.9300D-300.0683 4473.5190                 2 3 3 03                 2 2 2 02                         Q 34E0.74626  2P19 21 6.145E-03 0.0862-0.000715-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
  461.126681 5.2240D-300.0662 3105.9905                 1 2 2 02                 1 1 1 01                         P 53F0.71628  2P19 23 4.949E-03 0.0715-0.000719-.9999 -0.999999-9.9999D-01-.9999-.99 0.000000-.9999-9.9999-.99-.990.0000000.000000-.99-.99
